Comuna,Poblacion,NumerodeCasosConfirmados,Tasaincidenciaacumulada,NumerodeFallecidos,TasadeMortalidad,NumerodeCasosActuales,TasadeIncidenciaActual,NumerodeCasosActivos,TasadeIncidenciaActivos
,25002 ,25 ,100.0 ,O ,0.0 ,11 ,44.0 ,11 ,44.0 
Chico ,5121 ,1 ,19.5 ,O ,0.0 ,O ,0.0 ,O ,0.0 
Cisnes ,5828 ,0 ,0.0 ,O ,0.0 ,O ,0.0 ,O ,0.0 
Cochrane ,3685 ,0 ,0.0 ,O ,0.0 ,O ,0.0 ,0 ,0.0 
Coyhaique ,61210 ,29 ,47.4 ,O ,0.0 ,1 ,1.6 ,1 ,1.6 
Guaitecas ,1599 ,0 ,0.0 ,O ,0.0 ,O ,0.0 ,0 ,0.0 
Verde ,920 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 
O'Higgins ,661 ,O ,0.0 ,O ,0.0 ,O ,0.0 ,O ,0.0 
ibanez ,2699 ,0 ,0.0 ,O ,0.0 ,O ,0.0 ,O ,0.0 
Tortel ,572 ,0 ,0.0 ,O ,0.0 ,O ,0.0 ,0 ,0.0 
Desconocido ,- ,1 ,- ,0 ,- ,0 ,- ,0 ,- 
,107297 ,56 ,52.2 ,0 ,0.0 ,12 ,11.2 ,12 ,11.2 
