13-04-20,630,617
14-04-20 ,562 ,547 
15-04-20 ,640 ,678 
16-04-20 ,648 ,626 
17-04-20 ,610 ,635 
18-04-20 ,477 ,565 
19-04-20 ,365 ,547 
20-04-20 ,766 ,1087 
21-04-20 ,727 ,787 
22-04-20 ,792 ,871 
23-04-20 ,809 ,908 
24-04-20 ,830 ,1138 
25-04-20 ,570 ,1111 
26-04-20 ,503 ,1124 
27-04-20 ,1256 ,1786 
28-04-20 ,1480 ,1780 
29-04-20 ,1766 ,1818 
30-04-20 ,1848 ,2124 
01-05-20 ,1171 ,2907 
02-05-20 ,1646 ,2677 
03-05-20 ,1699 ,2837 
04-05-20 ,3124 ,3921 
05-05-20 ,3403 ,3668 
06-05-20 ,3391 ,3690 
07-05-20 ,3619 ,3852 
08-05-20 ,3796 ,4416 
09-05-20 ,2767 ,4028 
10-05-20 ,2173 ,4372 
11-05-20 ,5564 ,5668 
12-05-20 ,5060 ,5022 
13-05-20 ,4369 ,4447 
14-05-20 ,4500 ,4459 
15-05-20 ,4406 ,5704 
16-05-20 ,3540 ,5062 
17-05-20 ,2908 ,4781 
18-05-20 ,5888 ,6238 
19-05-20 ,6136 ,5575 
20-05-20 ,6060 ,6650 
21-05-20 ,3415 ,4934 
22-05-20 ,6140 ,6059 
23-05-20 ,4002 ,5395 
24-05-20 ,3652 ,4864 
25-05-20 ,7291 ,6967 
26-05-20 ,6446 ,5441 
27-05-20 ,6045 ,5654 
28-05-20 ,5186 ,5890 
29-05-20 ,5758 ,6128 
30-05-20 ,4069 ,5764 
31-05-20 ,3482 ,5306 
01-06-20 ,8514 ,8697 
02-06-20 ,7573 ,5951 
03-06-20 ,6961 ,5735 
04-06-20 ,7148 ,5739 
05-06-20 ,6675 ,6422 
