16-04-2020,565,65,1,585,65,
17-04-2020 ,571 ,62 ,3 ,542 ,62 ,3 
18-04-2020 ,530 ,38 ,2 ,441 ,38 ,1 
19-04-2020 ,511 ,35 ,2 ,331 ,35 ,1 
20-04-2020 ,921 ,151 ,13 ,609 ,151 ,
21-04-2020 ,686 ,105 ,5 ,618 ,105 ,4 
22-04-2020 ,786 ,81 ,4 ,710 ,81 ,3 
23-04-2020 ,839 ,71 ,4 ,730 ,71 ,7 
24-04-2020 ,1042 ,91 ,8 ,737 ,91 ,1 
25-04-2020 ,1040 ,61 ,12 ,512 ,61 ,3 
26-04-2020 ,1050 ,74 ,12 ,431 ,74 ,2 
27-04-2020 ,1689 ,81 ,21 ,1171 ,81 ,6 
28-04-2020 ,1624 ,138 ,25 ,1338 ,138 ,15 
29-04-2020 ,1628 ,171 ,20 ,1591 ,171 ,6 
30-04-2020 ,1955 ,136 ,22 ,1701 ,136 ,13 
01-05-2020 ,2816 ,52 ,59 ,1109 ,52 ,9 
02-05-2020 ,2559 ,88 ,48 ,1550 ,88 ,4 
03-05-2020 ,2709 ,86 ,48 ,1574 ,86 ,27 
04-05-2020 ,3692 ,195 ,51 ,2905 ,195 ,33 
05-05-2020 ,3320 ,304 ,45 ,3046 ,304 ,32 
06-05-2020 ,3338 ,291 ,54 ,3057 ,291 ,46 
07-05-2020 ,3554 ,265 ,32 ,3309 ,265 ,44 
08-05-2020 ,4033 ,326 ,53 ,3446 ,326 ,20 
09-05-2020 ,3819 ,162 ,43 ,2597 ,162 ,14 
10-05-2020 ,4218 ,111 ,67 ,2043 ,111 ,12 
11-05-2020 ,5134 ,466 ,70 ,5030 ,466 ,38 
12-05-2020 ,4602 ,365 ,60 ,4620 ,365 ,54 
13-05-2020 ,4128 ,266 ,66 ,4045 ,266 ,46 
14-05-2020 ,4026 ,332 ,85 ,4091 ,332 ,52 
15-05-2020 ,5182 ,444 ,95 ,3901 ,444 ,59 
16-05-2020 ,4539 ,463 ,69 ,3039 ,463 ,33 
17-05-2020 ,4507 ,208 ,83 ,2683 ,208 ,21 
18-05-2020 ,5798 ,319 ,150 ,5478 ,319 ,68 
19-05-2020 ,4909 ,532 ,126 ,5505 ,532 ,80 
20-05-2020 ,5705 ,755 ,181 ,5220 ,755 ,75 
21-05-2020 ,4518 ,272 ,154 ,3096 ,272 ,53 
22-05-2020 ,5493 ,388 ,174 ,5639 ,388 ,90 
23-05-2020 ,4989 ,200 ,205 ,3735 ,200 ,55 
24-05-2020 ,4530 ,145 ,207 ,3460 ,145 ,50 
25-05-2020 ,6207 ,316 ,453 ,6816 ,316 ,149 
26-05-2020 ,4733 ,290 ,397 ,6006 ,290 ,170 
27-05-2020 ,4907 ,290 ,456 ,5614 ,290 ,144 
28-05-2020 ,4955 ,338 ,572 ,4727 ,338 ,116 
29-05-2020 ,5148 ,317 ,649 ,5309 ,317 ,128 
30-05-2020 ,4817 ,198 ,730 ,3762 ,198 ,103 
31-05-2020 ,4416 ,109 ,751 ,3085 ,109 ,290 
01-06-2020 ,7030 ,284 ,1370 ,7226 ,284 ,980 
02-06-2020 ,4691 ,281 ,942 ,6238 ,281 ,1043 
03-06-2020 ,4478 ,295 ,957 ,5591 ,295 ,1019 
04-06-2020 ,4452 ,341 ,893 ,5678 ,341 ,1058 
05-06-2020 ,5123 ,231 ,1047 ,5350 ,231 ,1043 
06-06-2020 ,4468 ,105 ,942 ,3764 ,105 ,565 
07-06-2020 ,3946 ,83 ,884 ,2959 ,83 ,416 
08-06-2020 ,5264 ,307 ,1241 ,6334 ,307 ,1257 
09-06-2020 ,4087 ,299 ,949 ,5650 ,299 ,1243 
10-06-2020 ,4378 ,247 ,995 ,5407 ,247 ,1219 
11-06-2020 ,3875 ,248 ,940 ,4872 ,248 ,1250 
12-06-2020 ,4466 ,294 ,987 ,4637 ,294 ,1218 
13-06-2020 ,4103 ,162 ,910 ,3234 ,162 ,583 
14-06-2020 ,3666 ,71 ,834 ,2591 ,71 ,443 
15-06-2020 ,4684 ,291 ,1177 ,5786 ,291 ,1261 
16-06-2020 ,3959 ,330 ,950 ,5273 ,330 ,1120 
17-06-2020 ,3662 ,329 ,879 ,4804 ,329 ,1111 
18-06-2020 ,3775 ,360 ,904 ,4534 ,360 ,1153 
