19-06-2020,3897,237,840,4489,237,1205
20-06-2020 ,3671 ,131 ,912 ,2733 ,131 ,547 
21-06-2020 ,3025 ,90 ,773 ,2185 ,90 ,365 
22-06-2020 ,3716 ,163 ,972 ,4967 ,163 ,1298 
23-06-2020 ,3346 ,213 ,778 ,4198 ,213 ,1081 
24-06-2020 ,3093 ,196 ,755 ,4145 ,196 ,1090 
25-06-2020 ,2977 ,212 ,662 ,3781 ,212 ,1043 
26-06-2020 ,3103 ,161 ,684 ,3702 ,161 ,1047 
27-06-2020 ,2651 ,92 ,553 ,2637 ,92 ,524 
28-06-2020 ,2518 ,41 ,596 ,2112 ,41 ,341 
29-06-2020 ,2653 ,44 ,673 ,1936 ,44 ,364 
30-06-2020 ,2878 ,158 ,718 ,3909 ,158 ,876 
01-07-2020 ,3219 ,147 ,626 ,3628 ,147 ,975 
02-07-2020 ,2353 ,118 ,516 ,3364 ,118 ,897 
03-07-2020 ,2566 ,113 ,523 ,3345 ,113 ,818 
04-07-2020 ,2302 ,50 ,509 ,1681 ,50 ,336 
05-07-2020 ,2230 ,35 ,514 ,1630 ,35 ,278 
06-07-2020 ,2753 ,104 ,611 ,3532 ,104 ,769 
07-07-2020 ,2386 ,103 ,549 ,3236 ,103 ,803 
08-07-2020 ,2204 ,83 ,351 ,2772 ,83 ,775 
09-07-2020 ,2191 ,80 ,360 ,2924 ,80 ,671 
10-07-2020 ,2461 ,72 ,327 ,2572 ,72 ,609 
11-07-2020 ,1938 ,54 ,256 ,1714 ,54 ,310 
12-07-2020 ,1871 ,21 ,194 ,1341 ,21 ,192 
13-07-2020 ,2324 ,82 ,159 ,2938 ,82 ,613 
14-07-2020 ,2164 ,82 ,96 ,2733 ,82 ,453 
15-07-2020 ,2026 ,70 ,74 ,2491 ,70 ,116 
16-07-2020 ,1674 ,12 ,77 ,1288 ,12 ,34 
17-07-2020 ,2149 ,62 ,74 ,2449 ,62 ,90 
18-07-2020 ,1845 ,16 ,59 ,1573 ,16 ,39 
19-07-2020 ,1519 ,23 ,83 ,1345 ,23 ,32 
20-07-2020 ,2168 ,64 ,97 ,2674 ,64 ,129 
21-07-2020 ,1761 ,54 ,63 ,2267 ,54 ,108 
22-07-2020 ,1641 ,50 ,58 ,2349 ,50 ,93 
23-07-2020 ,1696 ,63 ,49 ,2310 ,63 ,96 
24-07-2020 ,1453 ,76 ,39 ,2043 ,76 ,105 
25-07-2020 ,1052 ,60 ,40 ,1422 ,60 ,46 
26-07-2020 ,746 ,20 ,44 ,1246 ,20 ,39 
27-07-2020 ,736 ,82 ,31 ,2147 ,82 ,94 
28-07-2020 ,358 ,87 ,13 ,1007 ,87 ,57 
29-07-2020 ,121 ,44 ,4 ,220 ,44 ,41 
30-07-2020 ,2 ,,,2 ,,
Sin fecha ,,1 ,,,1 ,
