Comuna,Poblacion,NumerodeCasosConfirmados,Tasaincidenciaacumulada,NumerodeCasosActuales,TasadeIncidenciaActual,NumerodeCasosActivos,TasadeIncidenciaActivos
Aisen ,& 25002 ,61 ,244.0 ,O ,0.0 ,0 ,0.0 
Chile Chico ,5121 ,1 ,19.5 ,O ,0.0 ,0 ,0.0 
Cisnes ,5828 ,O ,0.0 ,O ,0.0 ,0 ,0.0 
Cochrane ,3685 ,O ,0.0 ,0 ,0.0 ,0 ,0.0 
Coyhaique ,61210 ,60 ,98.0 ,19 ,31.0 ,19 ,31.0 
Guaitecas ,1599 ,1 ,62.5 ,O ,0.0 ,0 ,0.0 
Lago Verde ,920 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 
O'Higgins ,661 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 
Rio ibanez ,2699 ,0 ,0.0 ,O ,0.0 ,0 ,0.0 
Tortel ,572 ,O ,0.0 ,O ,0.0 ,O ,0.0 
Desconocido ,& - ,2 ,- ,1 ,- ,1 ,- 
Total ,107297 ,125 ,116.5 ,20 ,18.6 ,20 ,18.6 
