Comuna,Poblacion,NumerodeCasosConfirmados,Tasaincidenciaacumulada,NumerodeFallecidos,TasadeMortalidad,NumerodeCasosActuales,TasadeIncidenciaActual,NumerodeCasosActivos,TasadeIncidenciaActivos
Aisen ,25002 ,45 ,180.0 ,O ,0.0 ,8 ,32.0 ,8 ,32.0 
Chile Chico ,5121 ,1 ,19.5 ,0 ,0.0 ,O ,0.0 ,O ,0.0 
Cisnes ,5828 ,O ,0.0 ,O ,0.0 ,O ,0.0 ,O ,0.0 
Cochrane ,3685 ,O ,0.0 ,O ,0.0 ,O ,0.0 ,O ,0.0 
Coyhaique ,61210 ,36 ,58.8 ,O ,0.0 ,6 ,9.8 ,6 ,9.8 
Guaitecas ,1599 ,O ,0.0 ,O ,0.0 ,O ,0.0 ,O ,0.0 
Lago Verde ,920 ,0 ,0.0 ,0 ,0.0 ,O ,0.0 ,0 ,0.0 
O'Higgins ,661 ,O ,0.0 ,O ,0.0 ,0 ,0.0 ,0 ,0.0 
Rio Ibanez ,2699 ,O ,0.0 ,O ,0.0 ,O ,0.0 ,O ,0.0 
Tortel ,572 ,O ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 
Desconocido ,- ,1 ,- ,0 ,- ,0 ,- ,0 ,- 
Total ,107297 ,83 ,77.4 ,0 ,0.0 ,14 ,13.0 ,14 ,13.0 
