Comuna,Poblacion,NumerodeCasosConfirmados,Tasaincidenciaacumulada,NumerodeFallecidos,TasadeMortalidad,NumerodeCasosActuales,TasadeIncidenciaActual,NumerodeCasosActivos,TasadeIncidenciaActivos
Aisen ,25002 ,35 ,140.0 ,O ,0.0 ,18 ,72.0 ,18 ,72.0 
Chile Chico ,5121 ,1 ,19.5 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 
Cisnes ,5828 ,0 ,0.0 ,O ,0.0 ,O ,0.0 ,0 ,0.0 
Cochrane ,3685 ,0 ,0.0 ,O ,0.0 ,0 ,0.0 ,0 ,0.0 
Coyhaique ,61210 ,30 ,49.0 ,O ,0.0 ,2 ,3.3 ,2 ,3.3 
Guaitecas ,1599 ,0 ,0.0 ,O ,0.0 ,O ,0.0 ,O ,0.0 
Lago Verde ,920 ,O ,0.0 ,0 ,0.0 ,O ,0.0 ,O ,0.0 
O'Higgins ,661 ,0 ,0.0 ,O ,0.0 ,0 ,0.0 ,0 ,0.0 
Rio ibanez ,2699 ,0 ,0.0 ,0 ,0.0 ,O ,0.0 ,O ,0.0 
Tortel ,572 ,O ,0.0 ,O ,0.0 ,O ,0.0 ,O ,0.0 
Desconocido ,- ,1 ,- ,O ,- ,O ,- ,O ,- 
Total ,107297 ,67 ,62.4 ,0 ,0.0 ,20 ,18.6 ,20 ,18.6 
