Penco,&,49865,466,934.5,3,6.0,74,148.4,74,148.4
Quilaco ,,4179 ,19 ,454.7 ,0 ,0.0 ,3 ,71.8 ,3 ,71.8 
Quilleco ,,10032 ,50 ,498.4 ,1 ,10.0 ,7 ,69.8 ,7 ,69.8 
San Pedro de la Paz ,& ,145906 ,942 ,645.6 ,17 ,11.7 ,122 ,83.6 ,121 ,82.9 
San Rosendo ,,3611 ,35 ,969.3 ,1 ,27.7 ,1 ,27.7 ,1 ,27.7 
Santa Barbara ,,14592 ,148 ,1014.3 ,O ,0.0 ,27 ,185.0 ,27 ,185.0 
Santa Juana ,,14779 ,86 ,581.9 ,4 ,27.1 ,6 ,40.6 ,6 ,40.6 
Talcahuano ,& ,158345 ,1307 ,825.4 ,12 ,7.6 ,231 ,145.9 ,230 ,145.3 
Tirua ,,11019 ,31 ,281.3 ,0 ,0.0 ,1 ,9.1 ,1 ,9.1 
Tome ,,58729 ,415 ,706.6 ,1 ,1.7 ,57 ,97.1 ,57 ,97.1 
Tucapel ,,15205 ,151 ,993.1 ,1 ,6.6 ,6 ,39.5 ,6 ,39.5 
Yumbel ,,22132 ,212 ,957.9 ,1 ,4.5 ,10 ,45.2 ,10 ,45.2 
Desconocido ,& ,- ,167 ,- ,0 ,- ,36 ,- ,36 ,- 
Total ,,1663696 ,12332 ,741.2 ,121 ,7.3 ,1490 ,89.6 ,1486 ,89.3 
