06-06-20,4429,5520
07-06-20 ,3499 ,4960 
08-06-20 ,7942 ,6815 
09-06-20 ,7238 ,5369 
10-06-20 ,6894 ,5604 
11-06-20 ,6403 ,5064 
12-06-20 ,6195 ,5751 
13-06-20 ,3976 ,5158 
14-06-20 ,3091 ,4611 
15-06-20 ,7367 ,6137 
16-06-20 ,6767 ,5255 
17-06-20 ,6237 ,4880 
18-06-20 ,6144 ,5073 
19-06-20 ,6001 ,4996 
20-06-20 ,3407 ,4688 
21-06-20 ,2651 ,3866 
22-06-20 ,6453 ,4826 
23-06-20 ,5544 ,4332 
24-06-20 ,5448 ,3992 
25-06-20 ,5077 ,3773 
26-06-20 ,4949 ,3870 
27-06-20 ,3258 ,3249 
28-06-20 ,2484 ,3038 
29-06-20 ,2341 ,3189 
30-06-20 ,4980 ,3468 
01-07-20 ,4768 ,3406 
02-07-20 ,4416 ,2476 
03-07-20 ,4312 ,2480 
04-07-20 ,2106 ,1958 
05-07-20 ,1916 ,1485 
06-07-20 ,4175 ,1488 
07-07-20 ,3034 ,893 
